,grande_area,area,codigo
811,Ciências Agrárias,Pastagem e Forragicultura,5.04.04.00-8
812,Ciências Agrárias,"Avaliação, Produção e Conservação de Forragens",5.04.04.01-6
813,Ciências Agrárias,Manejo e Conservação de Pastagens,5.04.04.02-4
814,Ciências Agrárias,Fisiologia de Plantas Forrageiras,5.04.04.03-2
815,Ciências Agrárias,Melhoramento de Plantas Forrageiras e Produção de Sementes,5.04.04.04-0
816,Ciências Agrárias,Toxicologia e Plantas Tóxicas,5.04.04.05-9
817,Ciências Agrárias,Produção Animal,5.04.05.00-4
818,Ciências Agrárias,Criação de Animais,5.04.05.01-2
819,Ciências Agrárias,Manejo de Animais,5.04.05.02-0
820,Ciências Agrárias,Instalações para Produção Animal,5.04.05.03-9
821,Ciências Agrárias,Medicina Veterinária,5.05.00.00-7
822,Ciências Agrárias,Clínica e Cirurgia Animal,5.05.01.00-3
823,Ciências Agrárias,Anestesiologia Animal,5.05.01.01-1
824,Ciências Agrárias,Técnica Cirúrgica Animal,5.05.01.02-0
825,Ciências Agrárias,Radiologia de Animais,5.05.01.03-8
826,Ciências Agrárias,Farmacologia e Terapêutica Animal,5.05.01.04-6
827,Ciências Agrárias,Obstetrícia Animal,5.05.01.05-4
828,Ciências Agrárias,Clínica Veterinária,5.05.01.06-2
829,Ciências Agrárias,Clínica Cirúrgica Animal,5.05.01.07-0
830,Ciências Agrárias,Toxicologia Animal,5.05.01.08-9
831,Ciências Agrárias,Medicina Veterinária Preventiva,5.05.02.00-0
832,Ciências Agrárias,Epidemiologia Animal,5.05.02.01-8
833,Ciências Agrárias,Saneamento Aplicado à Saúde do Homem,5.05.02.02-6
834,Ciências Agrárias,Doenças Infecciosas de Animais,5.05.02.03-4
835,Ciências Agrárias,Doenças Parasitárias de Animais,5.05.02.04-2
836,Ciências Agrárias,Saúde Animal (Programas Sanitários),5.05.02.05-0
837,Ciências Agrárias,Patologia Animal,5.05.03.00-6
838,Ciências Agrárias,Patologia Aviária,5.05.03.01-4
839,Ciências Agrárias,Anatomia Patologia Animal,5.05.03.02-2
840,Ciências Agrárias,Patologia Clínica Animal,5.05.03.03-0
841,Ciências Agrárias,Reprodução Animal,5.05.04.00-2
842,Ciências Agrárias,Ginecologia e Andrologia Animal,5.05.04.01-0
843,Ciências Agrárias,Inseminação Artificial Animal,5.05.04.02-9
844,Ciências Agrárias,Fisiopatologia da Reprodução Animal,5.05.04.03-7
845,Ciências Agrárias,Inspeção de Produtos de Origem Animal,5.05.05.00-9
846,Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,5.06.00.00-1
847,Ciências Agrárias,Recursos Pesqueiros Marinhos,5.06.01.00-8
848,Ciências Agrárias,Fatores Abióticos do Mar,5.06.01.01-6
849,Ciências Agrárias,Avaliação de Estoques Pesqueiros Marinhos,5.06.01.02-4
850,Ciências Agrárias,Exploração Pesqueira Marinha,5.06.01.03-2
851,Ciências Agrárias,Manejo e Conservação de Recursos Pesqueiros Marinhos,5.06.01.04-0
852,Ciências Agrárias,Recursos Pesqueiros de Águas Interiores,5.06.02.00-4
853,Ciências Agrárias,Fatores Abióticos de Águas Interiores,5.06.02.01-2
854,Ciências Agrárias,Avaliação de Estoques Pesqueiros de Águas Interiores,5.06.02.02-0
855,Ciências Agrárias,Explotação Pesqueira de Águas Interiores,5.06.02.03-9
856,Ciências Agrárias,Manejo e Conservação de Recursos Pesqueiros de Águas Interiores,5.06.02.04-7
857,Ciências Agrárias,Aqüicultura,5.06.03.00-0
858,Ciências Agrárias,Maricultura,5.06.03.01-9
859,Ciências Agrárias,Carcinocultura,5.06.03.02-7
860,Ciências Agrárias,Ostreicultura,5.06.03.03-5
861,Ciências Agrárias,Piscicultura,5.06.03.04-3
862,Ciências Agrárias,Engenharia de Pesca,5.06.04.00-7
863,Ciências Agrárias,Ciência e Tecnologia de Alimentos,5.07.00.00-6
864,Ciências Agrárias,Ciência de Alimentos,5.07.01.00-2
865,Ciências Agrárias,Valor Nutritivo de Alimentos,5.07.01.01-0
866,Ciências Agrárias,"Química, Física, Físico-Química e Bioquímica dos Alim. e das Mat.-Primas Alimentares",5.07.01.02-9
867,Ciências Agrárias,Microbiologia de Alimentos,5.07.01.03-7
868,Ciências Agrárias,Fisiologia Pós-Colheita,5.07.01.04-5
869,Ciências Agrárias,Toxicidade e Resíduos de Pesticidas em Alimentos,5.07.01.05-3
870,Ciências Agrárias,Avaliação e Controle de Qualidade de Alimentos,5.07.01.06-1
871,Ciências Agrárias,"Padrões, Legislação e Fiscalização de Alimentos",5.07.01.07-0
872,Ciências Agrárias,Tecnologia de Alimentos,5.07.02.00-9
873,Ciências Agrárias,Tecnologia  de  Produtos  de  Origem  Animal,5.07.02.01-7
874,Ciências Agrárias,Tecnologia  de  Produtos  de  Origem  Vegetal,5.07.02.02-5
875,Ciências Agrárias,Tecnologia das Bebidas,5.07.02.03-3
876,Ciências Agrárias,Tecnologia de Alimentos Dietéticos e Nutricionais,5.07.02.04-1
877,Ciências Agrárias,Aproveitamento de Subprodutos,5.07.02.05-0
878,Ciências Agrárias,Embalagens de Produtos Alimentares,5.07.02.06-8
879,Ciências Agrárias,Engenharia de Alimentos,5.07.03.00-5
880,Ciências Agrárias,Instalações Industriais de Produção de Alimentos,5.07.03.01-3
881,Ciências Agrárias,Armazenamento de Alimentos,5.07.03.02-1
882,Ciências Sociais Aplicadas,Ciências Sociais Aplicadas,6.00.00.00-7
883,Ciências Sociais Aplicadas,Direito,6.01.00.00-1
884,Ciências Sociais Aplicadas,Teoria do Direito,6.01.01.00-8
885,Ciências Sociais Aplicadas,Teoria Geral do Direito,6.01.01.01-6
886,Ciências Sociais Aplicadas,Teoria Geral do Processo,6.01.01.02-4
887,Ciências Sociais Aplicadas,Teoria do Estado,6.01.01.03-2
888,Ciências Sociais Aplicadas,História do Direito,6.01.01.04-0
889,Ciências Sociais Aplicadas,Filosofia do Direito,6.01.01.05-9
890,Ciências Sociais Aplicadas,Lógica Jurídica,6.01.01.06-7
891,Ciências Sociais Aplicadas,Sociologia Jurídica,6.01.01.07-5
892,Ciências Sociais Aplicadas,Antropologia Jurídica,6.01.01.08-3
893,Ciências Sociais Aplicadas,Direito Público,6.01.02.00-4
894,Ciências Sociais Aplicadas,Direito Tributário,6.01.02.01-2
895,Ciências Sociais Aplicadas,Direito Penal,6.01.02.02-0
896,Ciências Sociais Aplicadas,Direito Processual Penal,6.01.02.03-9
897,Ciências Sociais Aplicadas,Direito Processual Civil,6.01.02.04-7
898,Ciências Sociais Aplicadas,Direito Constitucional,6.01.02.05-5
899,Ciências Sociais Aplicadas,Direito Administrativo,6.01.02.06-3
900,Ciências Sociais Aplicadas,Direito Internacional Público,6.01.02.07-1
901,Ciências Sociais Aplicadas,Direito Privado,6.01.03.00-0
902,Ciências Sociais Aplicadas,Direito Civil,6.01.03.01-9
903,Ciências Sociais Aplicadas,Direito Comercial,6.01.03.02-7
904,Ciências Sociais Aplicadas,Direito do Trabalho,6.01.03.03-5
905,Ciências Sociais Aplicadas,Direito Internacional Privado,6.01.03.04-3
906,Ciências Sociais Aplicadas,Direitos Especiais,6.01.04.00-7
907,Ciências Sociais Aplicadas,Administração,6.02.00.00-6
908,Ciências Sociais Aplicadas,Administração de Empresas,6.02.01.00-2
909,Ciências Sociais Aplicadas,Administração da Produção,6.02.01.01-0
910,Ciências Sociais Aplicadas,Administração Financeira,6.02.01.02-9
911,Ciências Sociais Aplicadas,Mercadologia,6.02.01.03-7
912,Ciências Sociais Aplicadas,Negócios Internacionais,6.02.01.04-5
913,Ciências Sociais Aplicadas,Administração de Recursos Humanos,6.02.01.05-3
914,Ciências Sociais Aplicadas,Administração Pública,6.02.02.00-9
915,Ciências Sociais Aplicadas,Contabilidade e Financas Públicas,6.02.02.01-7
916,Ciências Sociais Aplicadas,Organizações Públicas,6.02.02.02-5
917,Ciências Sociais Aplicadas,Política e Planejamento Governamentais,6.02.02.03-3
918,Ciências Sociais Aplicadas,Administração de Pessoal,6.02.02.04-1
919,Ciências Sociais Aplicadas,Administração de Setores Específicos,6.02.03.00-5
920,Ciências Sociais Aplicadas,Ciências Contábeis,6.02.04.00-1
921,Ciências Sociais Aplicadas,Economia,6.03.00.00-0
922,Ciências Sociais Aplicadas,Teoria Econômica,6.03.01.00-7
923,Ciências Sociais Aplicadas,Economia Geral,6.03.01.01-5
924,Ciências Sociais Aplicadas,Teoria Geral da Economia,6.03.01.02-3
925,Ciências Sociais Aplicadas,História do Pensamento Econômico ,6.03.01.03-1
926,Ciências Sociais Aplicadas,Sistemas Econômicos,6.03.01.05-8
927,Ciências Sociais Aplicadas,Métodos Quantitativos em Economia,6.03.02.00-3
928,Ciências Sociais Aplicadas,"Métodos e Modelos Matemáticos, Econométricos e Estatísticos",6.03.02.01-1
929,Ciências Sociais Aplicadas,Estatística Sócio-Econômica,6.03.02.02-0
930,Ciências Sociais Aplicadas,Contabilidade Nacional,6.03.02.03-8
931,Ciências Sociais Aplicadas,Economia Matemática,6.03.02.04-6
932,Ciências Sociais Aplicadas,Economia Monetária e Fiscal,6.03.03.00-0
933,Ciências Sociais Aplicadas,Teoria Monetária e Financeira,6.03.03.01-8
934,Ciências Sociais Aplicadas,Instituições Monetárias e Financeiras do Brasil,6.03.03.02-6
935,Ciências Sociais Aplicadas,Financas Públicas Internas,6.03.03.03-4
936,Ciências Sociais Aplicadas,Política Fiscal do Brasil,6.03.03.04-2
937,Ciências Sociais Aplicadas,"Crescimento, Flutuações e Planejamento Econômico",6.03.04.00-6
938,Ciências Sociais Aplicadas,Crescimento e Desenvolvimento Econômico,6.03.04.01-4
939,Ciências Sociais Aplicadas,Teoria e Política de Planejamento Econômico,6.03.04.02-2
940,Ciências Sociais Aplicadas,Flutuações Cíclicas e Projeções Econômicas,6.03.04.03-0
941,Ciências Sociais Aplicadas,Inflação,6.03.04.04-9
942,Ciências Sociais Aplicadas,Economia Internacional,6.03.05.00-2
943,Ciências Sociais Aplicadas,Teoria do Comércio Internacional,6.03.05.01-0
944,Ciências Sociais Aplicadas,Relações do Comércio; Política Comercial; Integração Econômica,6.03.05.02-9
945,Ciências Sociais Aplicadas,Balanço de Pagamentos; Financas Internacionais,6.03.05.03-7
946,Ciências Sociais Aplicadas,Investimentos Internacionais e Ajuda Externa,6.03.05.04-5
947,Ciências Sociais Aplicadas,Economia dos Recursos Humanos,6.03.06.00-9
948,Ciências Sociais Aplicadas,Treinamento e Alocação de Mão-de-Obra; Oferta de Mão-de-Obra e Força de Trabalho,6.03.06.01-7
949,Ciências Sociais Aplicadas,Mercado de Trabalho; Política do Governo,6.03.06.02-5
950,Ciências Sociais Aplicadas,"Sindicatos, Dissídios Coletivos, Relações de Emprego (Empregador/Empregado)",6.03.06.03-3
951,Ciências Sociais Aplicadas,Capital Humano,6.03.06.04-1
952,Ciências Sociais Aplicadas,Demografia Econômica,6.03.06.05-0
953,Ciências Sociais Aplicadas,Economia Industrial,6.03.07.00-5
954,Ciências Sociais Aplicadas,Organização Industrial e Estudos Industriais,6.03.07.01-3
955,Ciências Sociais Aplicadas,Mudança Tecnologica,6.03.07.02-1
956,Ciências Sociais Aplicadas,Economia do Bem-Estar Social,6.03.08.00-1
957,Ciências Sociais Aplicadas,Economia dos Programas de Bem-Estar Social,6.03.08.01-0
958,Ciências Sociais Aplicadas,Economia do Consumidor,6.03.08.02-8
959,Ciências Sociais Aplicadas,Economia Regional e Urbana,6.03.09.00-8
960,Ciências Sociais Aplicadas,Economia Regional,6.03.09.01-6
961,Ciências Sociais Aplicadas,Economia Urbana,6.03.09.02-4
962,Ciências Sociais Aplicadas,Renda e Tributação,6.03.09.03-2
963,Ciências Sociais Aplicadas,Economias Agrária e dos Recursos Naturais,6.03.10.00-6
964,Ciências Sociais Aplicadas,Economia Agrária,6.03.10.01-4
965,Ciências Sociais Aplicadas,Economia dos Recursos Naturais,6.03.10.02-2
966,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,6.04.00.00-5
967,Ciências Sociais Aplicadas,Fundamentos de Arquitetura e Urbanismo,6.04.01.00-1
968,Ciências Sociais Aplicadas,História da Arquitetura e Urbanismo,6.04.01.01-0
969,Ciências Sociais Aplicadas,Teoria da Arquitetura,6.04.01.02-8
970,Ciências Sociais Aplicadas,História do Urbanismo,6.04.01.03-6
971,Ciências Sociais Aplicadas,Teoria do Urbanismo,6.04.01.04-4
972,Ciências Sociais Aplicadas,Projeto de Arquitetuta e Urbanismo,6.04.02.00-8
973,Ciências Sociais Aplicadas,Planejamento e Projetos da Edificação,6.04.02.01-6
974,Ciências Sociais Aplicadas,Planejamento e Projeto do Espaço Urbano,6.04.02.02-4
975,Ciências Sociais Aplicadas,Planejamento e Projeto do Equipamento,6.04.02.03-2
976,Ciências Sociais Aplicadas,Tecnologia de Arquitetura e Urbanismo,6.04.03.00-4
977,Ciências Sociais Aplicadas,Adequação Ambiental,6.04.03.01-2
978,Ciências Sociais Aplicadas,Paisagismo,6.04.04.00-0
979,Ciências Sociais Aplicadas,Desenvolvimento Histórico do Paisagismo,6.04.04.01-9
980,Ciências Sociais Aplicadas,Conceituação de Paisagismo e Metodologia do Paisagismo,6.04.04.02-7
981,Ciências Sociais Aplicadas,Estudos de Organização do Espaço Exterior,6.04.04.03-5
982,Ciências Sociais Aplicadas,Projetos de Espaços Livres Urbanos,6.04.04.04-3
983,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,6.05.00.00-0
984,Ciências Sociais Aplicadas,Fundamentos do Planejamento Urbano e Regional,6.05.01.00-6
985,Ciências Sociais Aplicadas,Teoria do Planejamento Urbano e Regional,6.05.01.01-4
986,Ciências Sociais Aplicadas,Teoria da Urbanização,6.05.01.02-2
987,Ciências Sociais Aplicadas,Política Urbana,6.05.01.03-0
988,Ciências Sociais Aplicadas,História Urbana,6.05.01.04-9
989,Ciências Sociais Aplicadas,Métodos e Técnicas do Planejamento Urbano e Regional,6.05.02.00-2
990,Ciências Sociais Aplicadas,"Informação, Cadastro e Mapeamento",6.05.02.01-0
991,Ciências Sociais Aplicadas,Técnica de Previsão Urbana e Regional,6.05.02.02-9
992,Ciências Sociais Aplicadas,Técnicas de Análise e Avaliação Urbana e Regional,6.05.02.03-7
993,Ciências Sociais Aplicadas,Técnicas de Planejamento e Projeto Urbanos e Regionais,6.05.02.04-5
994,Ciências Sociais Aplicadas,Serviços Urbanos e Regionais,6.05.03.00-9
995,Ciências Sociais Aplicadas,Administração Municipal e Urbana,6.05.03.01-7
996,Ciências Sociais Aplicadas,Estudos da Habitação,6.05.03.02-5
997,Ciências Sociais Aplicadas,Aspectos Sociais do Planejamento Urbano e Regional,6.05.03.03-3
998,Ciências Sociais Aplicadas,Aspectos Econômicos do Planejamento Urbano e Regional,6.05.03.04-1
999,Ciências Sociais Aplicadas,Aspectos Físico-Ambientais do Planejamento Urbano e Regional,6.05.03.05-0
1000,Ciências Sociais Aplicadas,Serviços Comunitários,6.05.03.06-8
1001,Ciências Sociais Aplicadas,Infra-Estruturas Urbanas e Regionais,6.05.03.07-6
1002,Ciências Sociais Aplicadas,Transporte e Tráfego Urbano e Regional,6.05.03.08-4
1003,Ciências Sociais Aplicadas,Legislação Urbana e Regional,6.05.03.09-2
1004,Ciências Sociais Aplicadas,Demografia,6.06.00.00-4
1005,Ciências Sociais Aplicadas,Distribuição Espacial,6.06.05.01-4
1006,Ciências Sociais Aplicadas,Distribuição Espacial Geral,6.06.01.01-9
1007,Ciências Sociais Aplicadas,Distribuição Espacial Urbana,6.06.01.02-7
1008,Ciências Sociais Aplicadas,Distribuição Espacial Rural,6.06.01.03-5
1009,Ciências Sociais Aplicadas,Tendência Populacional,6.06.02.00-7
1010,Ciências Sociais Aplicadas,Tendências Passadas,6.06.02.01-5
1011,Ciências Sociais Aplicadas,Taxas e Estimativas Correntes,6.06.02.02-3
1012,Ciências Sociais Aplicadas,Projeções,6.06.02.03-1
1013,Ciências Sociais Aplicadas,Componentes da Dinâmica Demográfica,6.06.03.00-3
1014,Ciências Sociais Aplicadas,Fecundidade,6.06.03.01-1
1015,Ciências Sociais Aplicadas,Mortalidade,6.06.03.02-0
1016,Ciências Sociais Aplicadas,Migração,6.06.03.03-8
1017,Ciências Sociais Aplicadas,Nupcialidade e Família,6.06.05.03-0
1018,Ciências Sociais Aplicadas,Casamento e Divórcio,6.06.04.01-8
1019,Ciências Sociais Aplicadas,Família e Reprodução,6.06.04.02-6
1020,Ciências Sociais Aplicadas,Demografia Histórica,6.06.05.00-6
1021,Ciências Sociais Aplicadas,"Natalidade, Mortalidade, Migração",6.06.05.02-2
1022,Ciências Sociais Aplicadas,Métodos e Técnicas de Demografia Histórica,6.06.05.04-9
1023,Ciências Sociais Aplicadas,Política Pública e População,6.06.06.00-2
1024,Ciências Sociais Aplicadas,Política Populacional,6.06.06.01-0
1025,Ciências Sociais Aplicadas,Políticas de Redistribuição de População,6.06.06.02-9
1026,Ciências Sociais Aplicadas,Políticas de Planejamento Familiar,6.06.06.03-7
1027,Ciências Sociais Aplicadas,Fontes de Dados Demográficos,6.06.07.00-9
1028,Ciências Sociais Aplicadas,Ciência da Informação,6.07.00.00-9
1029,Ciências Sociais Aplicadas,Teoria da Informação,6.07.01.00-5
1030,Ciências Sociais Aplicadas,Teoria Geral da Informação,6.07.01.01-3
1031,Ciências Sociais Aplicadas,Processos da Comunicação,6.07.01.02-1
1032,Ciências Sociais Aplicadas,Representação da Informação,6.07.01.03-0
1033,Ciências Sociais Aplicadas,Biblioteconomia,6.07.02.00-1
1034,Ciências Sociais Aplicadas,Teoria da Classificação,6.07.02.01-0
1035,Ciências Sociais Aplicadas,Métodos Quantitativos. Bibliometria,6.07.02.02-8
1036,Ciências Sociais Aplicadas,Técnicas de Recuperação de Informação,6.07.02.03-6
1037,Ciências Sociais Aplicadas,Processos de Disseminação da Informação,6.07.02.04-4
1038,Ciências Sociais Aplicadas,Arquivologia,6.07.03.00-8
1039,Ciências Sociais Aplicadas,Organização de Arquivos,6.07.03.01-6
1040,Ciências Sociais Aplicadas,Museologia,6.08.00.00-3
1041,Ciências Sociais Aplicadas,Comunicação,6.09.00.00-8
1042,Ciências Sociais Aplicadas,Teoria da Comunicação,6.09.01.00-4
1043,Ciências Sociais Aplicadas,Jornalismo e Editoração,6.09.02.00-0
1044,Ciências Sociais Aplicadas,Teoria e Ética do Jornalismo,6.09.02.01-9
1045,Ciências Sociais Aplicadas,Organização Editorial de Jornais,6.09.02.02-7
1046,Ciências Sociais Aplicadas,Organização Comercial de Jornais,6.09.02.03-5
1047,Ciências Sociais Aplicadas,"Jornalismo Especializado (Comunitário, Rural, Empresarial, Científico)",6.09.02.04-3
1048,Ciências Sociais Aplicadas,Rádio e Televisão,6.09.03.00-7
1049,Ciências Sociais Aplicadas,Radiodifusão,6.09.03.01-5
1050,Ciências Sociais Aplicadas,Videodifusão,6.09.03.02-3
1051,Ciências Sociais Aplicadas,Relações Públicas e Propaganda,6.09.04.00-3
1052,Ciências Sociais Aplicadas,Comunicação Visual,6.09.05.00-0
1053,Ciências Sociais Aplicadas,Serviço Social,6.10.00.00-0
1054,Ciências Sociais Aplicadas,Fundamentos do Serviço Social,6.10.01.00-7
1055,Ciências Sociais Aplicadas,Serviço Social Aplicado,6.10.02.00-3
1056,Ciências Sociais Aplicadas,Serviço Social do Trabalho,6.10.02.01-1
1057,Ciências Sociais Aplicadas,Serviço Social da Educação,6.10.02.02-0
1058,Ciências Sociais Aplicadas,Serviço Social do Menor,6.10.02.03-8
1059,Ciências Sociais Aplicadas,Serviço Social da Saúde,6.10.02.04-6
1060,Ciências Sociais Aplicadas,Serviço Social da Habitação,6.10.02.05-4
1061,Ciências Sociais Aplicadas,Economia Doméstica,6.11.00.00-5
1062,Ciências Sociais Aplicadas,Desenho Industrial,6.12.00.00-0
1063,Ciências Sociais Aplicadas,Programação Visual,6.12.01.00-6
1064,Ciências Sociais Aplicadas,Desenho de Produto,6.12.02.00-2
1065,Ciências Sociais Aplicadas,Turismo,6.13.00.00-4
1066,Ciências Humanas,Ciências Humanas,7.00.00.00-0
1067,Ciências Humanas,Filosofia,7.01.00.00-4
1068,Ciências Humanas,História da Filosofia,7.01.01.00-0
1069,Ciências Humanas,Metafísica,7.01.02.00-7
1070,Ciências Humanas,Lógica,7.01.03.00-3
1071,Ciências Humanas,Ética,7.01.04.00-0
1072,Ciências Humanas,Epistemologia,7.01.05.00-6
1073,Ciências Humanas,Filosofia Brasileira,7.01.06.00-2
1074,Ciências Humanas,Sociologia,7.02.00.00-9
1075,Ciências Humanas,Fundamentos da Sociologia,7.02.01.00-5
1076,Ciências Humanas,Teoria Sociológica,7.02.01.01-3
1077,Ciências Humanas,História da Sociologia,7.02.01.02-1
1078,Ciências Humanas,Sociologia do Conhecimento,7.02.02.00-1
1079,Ciências Humanas,Sociologia do Desenvolvimento,7.02.03.00-8
1080,Ciências Humanas,Sociologia Urbana,7.02.04.00-4
1081,Ciências Humanas,Sociologia Rural,7.02.05.00-0
1082,Ciências Humanas,Sociologia da Saúde,7.02.06.00-7
1083,Ciências Humanas,Outras Sociologias Específicas,7.02.07.00-3
1084,Ciências Humanas,Antropologia,7.03.00.00-3
1085,Ciências Humanas,Teoria Antropológica,7.03.01.00-0
1086,Ciências Humanas,Etnologia Indígena,7.03.02.00-6
1087,Ciências Humanas,Antropologia Urbana,7.03.03.00-2
1088,Ciências Humanas,Antropologia Rural,7.03.04.00-9
1089,Ciências Humanas,Antropologia das Populações Afro-Brasileiras,7.03.05.00-5
1090,Ciências Humanas,Arqueologia,7.04.00.00-8
1091,Ciências Humanas,Teoria e Método em Arqueologia,7.04.01.00-4
1092,Ciências Humanas,Arqueologia Pré-Histórica,7.04.02.00-0
1093,Ciências Humanas,Arqueologia Histórica,7.04.03.00-7
1094,Ciências Humanas,História,7.05.00.00-2
1095,Ciências Humanas,Teoria e Filosofia da História,7.05.01.00-9
1096,Ciências Humanas,História Antiga e Medieval,7.05.02.00-5
1097,Ciências Humanas,História Moderna e Contemporânea,7.05.03.00-1
1098,Ciências Humanas,História da América,7.05.04.00-8
1099,Ciências Humanas,História dos Estados Unidos,7.05.04.01-6
1100,Ciências Humanas,História Latino-Americana,7.05.04.02-4
1101,Ciências Humanas,História do Brasil,7.05.05.00-4
1102,Ciências Humanas,História do Brasil Colônia,7.05.05.01-2
1103,Ciências Humanas,História do Brasil Império,7.05.05.02-0
1104,Ciências Humanas,História do Brasil República,7.05.05.03-9
1105,Ciências Humanas,História Regional do Brasil,7.05.05.04-7
1106,Ciências Humanas,História das Ciências,7.05.06.00-0
1107,Ciências Humanas,Geografia,7.06.00.00-7
1108,Ciências Humanas,Geografia Humana,7.06.01.00-3
1109,Ciências Humanas,Geografia da População,7.06.01.01-1
1110,Ciências Humanas,Geografia Agrária,7.06.01.02-0
1111,Ciências Humanas,Geografia Urbana,7.06.01.03-8
1112,Ciências Humanas,Geografia Econômica,7.06.01.04-6
1113,Ciências Humanas,Geografia Política,7.06.01.05-4
1114,Ciências Humanas,Geografia Regional,7.06.02.00-0
1115,Ciências Humanas,Teoria do Desenvolvimento Regional,7.06.02.01-8
1116,Ciências Humanas,Regionalização,7.06.02.02-6
1117,Ciências Humanas,Análise Regional,7.06.02.03-4
1118,Ciências Humanas,Psicologia,7.07.00.00-1
1119,Ciências Humanas,Fundamentos e Medidas da Psicologia,7.07.01.00-8
1120,Ciências Humanas,"História, Teorias e Sistemas em Psicologia",7.07.01.01-6
1121,Ciências Humanas,"Metodologia, Instrumentação e Equipamento em Psicologia",7.07.01.02-4
1122,Ciências Humanas,"Construção e Validade de Testes, Escalas e Outras Medidas Psicológicas",7.07.01.03-2
1123,Ciências Humanas,"Técnicas de Processamento Estatístico, Matemático e Computacional em Psicologia",7.07.01.04-0
1124,Ciências Humanas,Psicologia Experimental,7.07.02.00-4
1125,Ciências Humanas,Processos Perceptuais e Motores,7.07.02.01-2
1126,Ciências Humanas,"Processos de Aprendizagem, Memória e Motivação",7.07.02.02-0
1127,Ciências Humanas,Processos Cognitivos e Atencionais,7.07.02.03-9
1128,Ciências Humanas,Estados Subjetivos e Emoção,7.07.02.04-7
1129,Ciências Humanas,Psicologia Fisiológica,7.07.03.00-0
1130,Ciências Humanas,"Neurologia, Eletrofisiologia e Comportamento",7.07.03.01-9
1131,Ciências Humanas,Processos Psico-Fisiológicos,7.07.03.02-7
1132,Ciências Humanas,Estimulação Elétrica e com Drogas; Comportamento,7.07.03.03-5
1133,Ciências Humanas,Psicobiologia,7.07.03.04-3
1134,Ciências Humanas,Psicologia Comparativa,7.07.04.00-7
1135,Ciências Humanas,Estudos Naturalísticos do Comportamento Animal,7.07.04.01-5
1136,Ciências Humanas,Mecanismos Instintivos e Processos Sociais em Animais,7.07.04.02-3
1137,Ciências Humanas,Psicologia Social,7.07.05.00-3
1138,Ciências Humanas,Relações Interpessoais,7.07.05.01-1
1139,Ciências Humanas,Processos Grupais e de Comunicação,7.07.05.02-0
1140,Ciências Humanas,Papéis e Estruturas Sociais; Indivíduo,7.07.05.03-8
1141,Ciências Humanas,Psicologia Cognitiva,7.07.06.00-0
1142,Ciências Humanas,Psicologia do Desenvolvimento Humano,7.07.07.00-6
1143,Ciências Humanas,Processos Perceptuais e Cognitivos; Desenvolvimento,7.07.07.01-4
1144,Ciências Humanas,Desenvolvimento Social e da Personalidade,7.07.07.02-2
1145,Ciências Humanas,Psicologia do Ensino e da Aprendizagem,7.07.08.00-2
1146,Ciências Humanas,Planejamento Institucional,7.07.08.01-0
1147,Ciências Humanas,Programação de Condições de Ensino,7.07.08.02-9
1148,Ciências Humanas,Treinamento de Pessoal,7.07.08.03-7
1149,Ciências Humanas,Aprendizagem e Desempenho Acadêmicos,7.07.08.04-5
1150,Ciências Humanas,Ensino e Aprendizagem na Sala de Aula,7.07.08.05-3
1151,Ciências Humanas,Psicologia do Trabalho e Organizacional,7.07.09.00-9
1152,Ciências Humanas,Análise Institucional,7.09.04.02-2
1153,Ciências Humanas,Recrutamento e Seleção de Pessoal,7.07.09.02-5
1154,Ciências Humanas,Treinamento e Avaliação,7.07.09.03-3
1155,Ciências Humanas,Fatores Humanos no Trabalho,7.07.09.04-1
1156,Ciências Humanas,Planejamento Ambiental e Comportamento Humano,7.07.09.05-0
1157,Ciências Humanas,Tratamento e Prevenção Psicológica,7.07.10.00-7
1158,Ciências Humanas,Intervenção Terapêutica,7.07.10.01-5
1159,Ciências Humanas,Programas de Atendimento Comunitário,7.07.10.02-3
1160,Ciências Humanas,Treinamento e Reabilitação,7.07.10.03-1
1161,Ciências Humanas,Desvios da Conduta,7.07.10.04-0
1162,Ciências Humanas,Distúrbios da Linguagem,7.07.10.05-8
1163,Ciências Humanas,Distúrbios Psicossomáticos,7.07.10.06-6
1164,Ciências Humanas,Educação,7.08.00.00-6
1165,Ciências Humanas,Fundamentos da Educação,7.08.01.00-2
1166,Ciências Humanas,Filosofia da Educação,7.08.01.01-0
1167,Ciências Humanas,História da Educação,7.08.01.02-9
1168,Ciências Humanas,Sociologia da Educação,7.08.01.03-7
1169,Ciências Humanas,Antropologia Educacional,7.08.01.04-5
1170,Ciências Humanas,Economia da Educação,7.08.01.05-3
1171,Ciências Humanas,Psicologia Educacional,7.08.01.06-1
1172,Ciências Humanas,Administração Educacional,7.08.02.00-9
1173,Ciências Humanas,Administração de Sistemas Educacionais,7.08.02.01-7
1174,Ciências Humanas,Administração de Unidades Educativas,7.08.02.02-5
1175,Ciências Humanas,Planejamento e Avaliação Educacional,7.08.03.00-5
1176,Ciências Humanas,Política Educacional,7.08.03.01-3
1177,Ciências Humanas,Planejamento Educacional,7.08.03.02-1
1178,Ciências Humanas,"Avaliação de Sistemas, Instituições, Planos e Programas Educacionais",7.08.03.03-0
